totalcharges;final_total_charges;monthlycharges;final_monthly_charges
5244.45;5742.672963867188;100.3;109.8285033416748
4507.15;4935.329143066407;111.15;121.7092516708374
2031.95;2224.985196533203;98.55;107.91225334167481
2555.05;2797.7798034667967;48.8;53.4359991645813
2979.2;3262.223946533203;94.5;103.4775
3834.4;4198.667893066407;106.05;116.1247533416748
1534.75;1680.55125;100.0;109.5
4586.15;5021.834143066406;108.3;118.58850334167481
5941.05;6505.449536132813;99.65;109.1167516708374
547.8;599.8409866333008;64.95;71.1202466583252
1756.6;1923.4769732666016;73.75;80.75625
5731.45;6275.937963867187;92.3;101.06850334167481
3475.55;3805.727303466797;98.8;108.1860033416748
2407.3;2635.993553466797;98.75;108.13125
4456.65;4880.031643066406;95.95;105.0652466583252
6998.95;7663.8504638671875;105.4;115.4130016708374
6547.7;7169.731713867188;106.0;116.07
4346.4;4759.307893066406;104.7;114.64649665832519
2265.0;2480.175;49.05;53.7097491645813
4754.3;5205.958286132813;65.1;71.2844983291626
1235.55;1352.927303466797;96.85;106.0507483291626
3562.5;3900.9375;69.75;76.37625
7213.75;7899.05625;99.2;108.6239966583252
2082.95;2280.830196533203;96.7;105.8864966583252
5914.4;6476.267893066406;106.8;116.94600334167481
4993.4;5467.772893066406;98.15;107.4742516708374
6081.4;6659.132893066406;94.25;103.20375
1478.85;1619.3407232666016;40.2;44.0190008354187
4735.35;5185.208356933594;102.15;111.8542516708374
3794.5;4154.9775;54.1;59.2394983291626
2130.55;2332.952303466797;88.45;96.8527466583252
5727.15;6271.229143066406;80.4;88.0380016708374
2877.05;3150.369803466797;68.6;75.1169983291626
1579.7;1729.771446533203;92.6;101.3969983291626
5514.95;6038.870463867188;100.55;110.10225334167481
72.4;79.2780016708374;42.6;46.6469983291626
1970.5;2157.6975;68.85;75.39074832916259
7002.95;7668.230463867188;109.85;120.2857483291626
293.15;320.9992433166504;95.4;104.4630016708374
1093.4;1197.2730267333984;56.2;61.539000835418705
190.05;208.1047533416748;90.0;98.55
5730.15;6274.514143066406;78.95;86.4502466583252
819.55;897.4072366333007;100.85;110.4307483291626
6536.5;7157.4675;104.75;114.70125
6873.75;7526.75625;107.5;117.7125
2471.6;2706.4021069335936;80.55;88.2022533416748
5769.75;6317.87625;106.1;116.1794983291626
1555.65;1703.4367767333983;95.6;104.6819983291626
898.35;983.6932232666015;95.35;104.4082483291626
5480.25;6000.87375;75.4;82.56300167083741
653.15;715.1992767333984;67.8;74.2410033416748
1183.05;1295.4398034667968;111.4;121.98300167083741
4391.45;4808.637963867188;96.1;105.2294983291626
6710.5;7347.9975;99.5;108.9525
1704.95;1866.9201965332031;98.6;107.96699832916259
950.2;1040.4690133666993;80.45;88.0927466583252
1497.05;1639.269803466797;71.7;78.5114966583252
3517.9;3852.1003930664065;53.5;58.5825
3375.9;3696.6103930664062;80.45;88.0927466583252
7508.55;8221.862036132812;109.05;119.4097533416748
5347.95;5856.005463867187;106.8;116.94600334167481
5717.85;6261.045856933593;80.4;88.0380016708374
2755.35;3017.1083569335938;90.25;98.82375
994.55;1089.0322366333007;64.65;70.7917516708374
7447.7;8155.231713867188;104.1;113.9894983291626
1169.35;1280.4382232666017;89.05;97.50975334167481
5720.35;6263.7833569335935;111.55;122.1472533416748
6468.6;7083.117106933594;90.95;99.5902466583252
3521.7;3856.261446533203;50.95;55.7902508354187
2293.6;2511.4921069335937;94.75;103.75125
5553.25;6080.80875;81.5;89.2425
3231.05;3537.999803466797;70.6;77.3069983291626
5129.45;5616.7479638671875;97.2;106.4339966583252
5508.35;6031.643356933594;98.25;107.58375
4741.45;5191.887963867188;70.95;77.6902466583252
4009.2;4390.0739465332035;102.6;112.3469983291626
5082.8;5565.665786132812;106.1;116.1794983291626
3707.6;4059.8221069335937;59.0;64.605
220.45;241.3927466583252;69.95;76.5952466583252
6230.1;6821.959606933594;87.1;95.3744983291626
3419.3;3744.133553466797;90.35;98.9332483291626
3587.25;3928.03875;109.8;120.2310033416748
85.8;93.9510033416748;85.8;93.9510033416748
5341.8;5849.270786132813;105.95;116.0152466583252
4859.95;5321.645463867188;70.8;77.52600334167481
7082.45;7755.282963867187;108.8;119.13600334167481
4812.75;5269.96125;94.65;103.64175167083741
4399.5;4817.4525;96.05;105.1747533416748
5125.5;5612.4225;115.65;126.6367516708374
7031.3;7699.273286132812;103.15;112.9492516708374
4594.95;5031.470463867187;113.6;124.3919983291626
7035.6;7703.982106933594;105.4;115.4130016708374
6083.1;6660.994606933594;85.25;93.34875
465.7;509.9415133666992;58.85;64.4407483291626
8375.05;9170.679536132813;114.45;125.3227466583252
264.8;289.95598663330077;85.3;93.4035033416748
6615.15;7243.589143066406;102.45;112.1827466583252
2200.25;2409.27375;104.4;114.3180016708374
99.75;109.22625;99.75;109.22625
299.7;328.17151336669923;74.4;81.4680016708374
5233.25;5730.40875;76.75;84.04125
438.05;479.6647366333008;54.75;59.95125
318.6;348.8670066833496;107.95;118.2052466583252
2928.5;3206.7075;56.4;61.7580016708374
273.2;299.15401336669925;94.9;103.9155016708374
1608.15;1760.9242767333985;94.2;103.14899665832519
3618.7;3962.476446533203;81.65;89.40675167083741
5969.3;6536.383286132813;99.0;108.405
418.8;458.58598663330076;45.4;49.7130016708374
8100.55;8870.102036132812;114.45;125.3227466583252
1212.1;1327.2494732666016;71.4;78.1830016708374
4162.05;4557.444536132813;104.45;114.3727466583252
8013.55;8774.837036132812;116.45;127.5127466583252
264.85;290.0107566833496;84.75;92.80125
5832.0;6386.04;110.75;121.27125
4304.5;4713.4275;89.7;98.2214966583252
4698.05;5144.364536132813;74.3;81.3585033416748
3268.05;3578.514803466797;74.85;81.9607483291626
4676.7;5120.986713867187;75.7;82.8914966583252
6526.65;7146.681643066407;110.65;121.1617516708374
8078.1;8845.519606933594;115.15;126.0892516708374
3503.5;3836.3325;58.55;64.1122491645813
6669.45;7303.047963867188;93.25;102.10875
4689.5;5135.0025;113.2;123.9539966583252
1201.15;1315.2592767333983;90.5;99.0975
7108.2;7783.479213867187;109.05;119.4097533416748
6339.45;6941.697963867187;104.35;114.2632483291626
1652.4;1809.3780267333984;66.05;72.3247533416748
6392.85;7000.170856933593;92.2;100.95899665832519
4599.15;5036.0691430664065;105.2;115.19399665832519
947.3;1037.2934866333007;78.1;85.5194983291626
6293.75;6891.65625;91.05;99.6997533416748
1761.05;1928.3498034667969;89.65;98.1667516708374
1642.75;1798.81125;73.65;80.6467516708374
973.25;1065.70875;98.7;108.0764966583252
1901.25;2081.86875;53.1;58.1444983291626
2642.05;2893.044803466797;85.0;93.075
1588.25;1739.13375;96.65;105.8317516708374
75.5;82.6725;75.5;82.6725
6929.4;7587.692893066406;98.35;107.6932483291626
2661.1;2913.9046069335936;85.3;93.4035033416748
5931.0;6494.445;90.65;99.2617516708374
2333.85;2555.5658569335938;50.9;55.7355016708374
2572.95;2817.380196533203;44.85;49.1107483291626
2122.45;2324.082696533203;96.0;105.12
4931.8;5400.320786132813;90.05;98.60475334167481
6937.95;7597.055463867187;108.65;118.9717516708374
3273.8;3584.8110534667967;75.95;83.1652466583252
68.75;75.28125;35.1;38.4344983291626
43.3;47.413499164581296;43.3;47.413499164581296
4338.6;4750.767106933594;85.35;93.4582483291626
1597.4;1749.1530267333985;60.7;66.4665008354187
4744.35;5195.063356933594;99.0;108.405
6721.6;7360.152106933594;104.4;114.3180016708374
4539.35;4970.588356933594;93.8;102.71100334167481
3574.5;3914.0775;86.45;94.66274665832519
8086.4;8854.607893066406;114.1;124.9394983291626
4563.0;4996.485;95.2;104.2439966583252
6362.35;6966.773356933594;88.55;96.96225334167481
165.45;181.1677466583252;86.0;94.17
1156.55;1266.4223034667968;44.65;48.8917516708374
1834.15;2008.3942767333983;60.2;65.9190008354187
1706.45;1868.562696533203;70.3;76.97850334167481
207.35;227.04825668334962;50.95;55.7902508354187
1083.7;1186.6514465332032;69.1;75.6644983291626
2007.85;2198.5957232666015;43.95;48.125250835418704
5882.75;6441.61125;86.5;94.7175
378.4;414.3479933166504;78.95;86.4502466583252
1612.2;1765.3589465332032;90.95;99.5902466583252
6441.85;7053.825856933594;90.6;99.2069983291626
266.8;292.14598663330077;92.0;100.74
5124.6;5611.437106933594;94.45;103.4227466583252
571.05;625.2997366333008;78.5;85.9575
6352.4;6955.877893066407;89.1;97.5644983291626
5931.75;6495.26625;85.95;94.11524665832519
4872.45;5335.332963867188;99.8;109.2810033416748
5118.95;5605.250463867187;107.35;117.5482483291626
81.05;88.7497533416748;81.05;88.7497533416748
5809.75;6361.67625;111.8;122.4210033416748
189.1;207.0645066833496;54.65;59.841751670837404
159.45;174.5977466583252;80.75;88.42125
6885.75;7539.89625;104.6;114.5369983291626
1916.2;2098.238946533203;95.5;104.5725
4613.95;5052.275463867188;95.4;104.4630016708374
2292.75;2510.56125;99.95;109.4452466583252
5356.45;5865.312963867187;78.6;86.0669983291626
5200.8;5694.875786132812;100.3;109.8285033416748
3237.05;3544.5698034667967;53.6;58.6919983291626
1868.4;2045.8980267333984;85.6;93.7319983291626
5728.55;6272.762036132813;80.8;88.47600334167481
93.55;102.4372533416748;93.55;102.4372533416748
1021.55;1118.5972366333008;95.25;104.29875
5885.4;6444.512893066406;102.1;111.7994983291626
2204.35;2413.763356933594;80.85;88.53074832916259
1259.0;1378.605;90.9;99.5355016708374
6398.05;7005.864536132813;93.3;102.16350334167481
6287.25;6884.53875;108.85;119.1907483291626
3600.65;3942.7116430664064;78.75;86.23125
4627.65;5067.276643066406;67.85;74.29574832916259
6717.9;7356.1003930664065;105.65;115.6867516708374
97.1;106.3244983291626;44.6;48.8369983291626
5464.65;5983.791643066406;95.25;104.29875
4941.8;5411.270786132813;100.45;109.99274665832519
181.1;198.30450668334962;80.2;87.81899665832519
4616.1;5054.629606933594;85.7;93.8414966583252
830.85;909.7807232666016;86.45;94.66274665832519
7040.85;7709.730856933594;104.1;113.9894983291626
3865.45;4232.6676965332035;75.4;82.56300167083741
6825.65;7474.086643066406;108.15;118.4242516708374
1340.1;1467.4094732666015;86.25;94.44375
1184.0;1296.48;95.7;104.7914966583252
8477.7;9283.081713867188;116.85;127.9507483291626
7382.85;8084.2208569335935;105.75;115.79625
6056.15;6631.484143066406;90.6;99.2069983291626
1390.6;1522.7069732666016;88.15;96.5242516708374
2737.05;2997.0698034667967;63.95;70.0252508354187
2361.8;2586.171053466797;90.8;99.4260033416748
6404.0;7012.38;90.55;99.15225334167481
7455.45;8163.717963867188;110.5;120.9975
206.15;225.7342433166504;77.4;84.7530016708374
2030.3;2223.178553466797;96.8;105.99600334167481
4946.05;5415.924536132812;103.85;113.7157483291626
4964.7;5436.346713867188;108.45;118.7527466583252
1742.75;1908.31125;79.2;86.72399665832519
6224.8;6816.155786132813;86.65;94.8817516708374
6325.25;6926.14875;90.35;98.9332483291626
3966.3;4343.098553466797;76.4;83.65800167083741
6792.45;7437.732963867187;103.15;112.9492516708374
95.6;104.6819983291626;95.6;104.6819983291626
4600.7;5037.766713867188;108.15;118.4242516708374
5594.0;6125.43;101.05;110.64975334167481
772.85;846.2707232666015;59.1;64.7144983291626
7554.05;8271.684536132812;106.05;116.1247533416748
5981.65;6549.906643066406;84.1;92.0894983291626
2931.0;3209.445;93.2;102.05399665832519
5810.9;6362.9353930664065;79.55;87.1072533416748
811.65;888.7567767333984;94.05;102.9847533416748
174.75;191.35125;90.75;99.37125
6841.45;7491.387963867188;99.5;108.9525
3754.6;4111.287106933593;99.2;108.6239966583252
627.4;687.0030267333984;85.2;93.2939966583252
3157.0;3456.915;59.45;65.09775083541871
3092.0;3385.74;93.35;102.2182483291626
4368.85;4783.890856933594;95.0;104.025
8477.6;9282.971572265626;118.65;129.9217516708374
4528.0;4958.16;64.45;70.5727466583252
1790.65;1960.7617767333984;80.15;87.7642516708374
854.45;935.6227633666992;75.85;83.0557483291626
5229.45;5726.2479638671875;75.5;82.6725
5893.95;6453.875463867187;106.6;116.7269983291626
3871.85;4239.675856933593;69.95;76.5952466583252
458.1;501.61950668334964;66.85;73.2007483291626
2745.7;3006.5414465332033;86.15;94.3342516708374
1336.8;1463.7960534667968;64.85;71.0107483291626
2181.75;2389.01625;74.85;81.9607483291626
7133.45;7811.127963867188;115.05;125.97975334167481
4674.4;5118.467893066406;101.1;110.7044983291626
1737.45;1902.5076965332032;84.1;92.0894983291626
2624.25;2873.55375;85.0;93.075
184.1;201.5895066833496;80.55;88.2022533416748
5498.8;6021.185786132813;106.8;116.94600334167481
4845.4;5305.712893066407;84.5;92.5275
6096.9;6676.105393066407;83.7;91.6514966583252
3004.15;3289.5441430664064;98.5;107.8575
1233.65;1350.8467767333984;95.25;104.29875
4985.9;5459.5603930664065;81.0;88.695
111.4;121.98300167083741;60.85;66.6307483291626
308.1;337.3695066833496;86.05;94.22475334167481
7550.3;8267.578286132812;102.65;112.4017516708374
6707.15;7344.329143066407;95.5;104.5725
4164.4;4560.017893066406;84.15;92.1442516708374
5873.75;6431.75625;103.2;113.00399665832519
179.25;196.27875;88.55;96.96225334167481
8564.75;9378.40125;116.25;127.29375
5956.85;6522.750856933594;84.2;92.1989966583252
91.3;99.9735033416748;91.3;99.9735033416748
4824.45;5282.772963867187;85.65;93.7867516708374
4264.6;4669.737106933594;63.85;69.9157483291626
3003.55;3288.8873034667968;85.85;94.0057483291626
7537.5;8253.5625;104.9;114.8655016708374
7482.1;8192.899606933594;111.3;121.8735033416748
3343.15;3660.7491430664063;99.85;109.3357483291626
5427.05;5942.619536132813;95.25;104.29875
100.8;110.3760033416748;100.8;110.3760033416748
7028.5;7696.2075;104.0;113.88
5232.9;5730.025393066407;104.4;114.3180016708374
1180.95;1293.1401965332032;86.3;94.4985033416748
3370.2;3690.368946533203;49.85;54.5857483291626
7111.3;7786.873286132813;108.95;119.3002466583252
5958.85;6524.940856933594;89.9;98.4405016708374
5999.85;6569.835856933594;82.0;89.79
1648.45;1805.052696533203;89.95;98.4952466583252
5753.25;6299.80875;79.35;86.8882483291626
3956.7;4332.586446533203;101.15;110.7592516708374
2625.55;2874.977303466797;89.95;98.4952466583252
7349.35;8047.538356933594;104.45;114.3727466583252
1246.4;1364.8080267333985;45.85;50.205748329162596
95.85;104.9557483291626;95.85;104.9557483291626
6448.85;7061.490856933594;89.55;98.05725334167481
6690.75;7326.37125;100.8;110.3760033416748
7240.65;7928.511643066407;105.35;115.35824832916259
102.45;112.1827466583252;102.45;112.1827466583252
829.3;908.0834866333008;70.5;77.1975
712.25;779.91375;69.35;75.9382483291626
4847.05;5307.519536132812;80.55;88.2022533416748
567.45;621.3577633666993;98.15;107.4742516708374
7711.25;8443.81875;114.95;125.8702466583252
1384.75;1516.30125;112.95;123.68024665832519
5481.25;6001.96875;104.45;114.3727466583252
8124.2;8895.999213867188;113.65;124.4467516708374
3673.6;4022.5921069335936;91.55;100.2472533416748
2331.3;2552.773553466797;99.85;109.3357483291626
4495.65;4922.736643066406;104.15;114.0442516708374
6941.2;7600.614213867188;109.15;119.5192516708374
908.55;994.8622366333008;100.15;109.6642516708374
1043.35;1142.4682232666016;65.2;71.3939966583252
6822.15;7470.254143066406;99.5;108.9525
5029.2;5506.974213867187;93.9;102.8205016708374
581.7;636.9615133666993;64.4;70.5180016708374
7318.2;8013.429213867187;108.4;118.6980016708374
7576.7;8296.486713867187;107.45;117.6577466583252
633.4;693.5730267333985;48.75;53.38125
4965.0;5436.675;91.3;99.9735033416748
6151.9;6736.330393066406;85.95;94.11524665832519
1253.9;1373.0205267333984;106.7;116.83649665832519
5893.15;6452.999143066407;110.35;120.8332483291626
5037.55;5516.117036132812;103.25;113.05875
743.75;814.40625;90.25;98.82375
6589.6;7215.612106933594;91.25;99.91875
6733.15;7372.799143066406;100.9;110.48550167083741
3410.0;3733.95;97.7;106.9814966583252
7288.4;7980.797893066407;104.65;114.5917516708374
4464.8;4888.955786132812;63.7;69.7515008354187
5068.05;5549.514536132812;104.5;114.4275
4451.85;4874.775856933594;104.3;114.2085033416748
6688.95;7324.400463867188;93.25;102.10875
2661.1;2913.9046069335936;73.45;80.42774665832519
1020.2;1117.1190133666992;90.6;99.2069983291626
5597.65;6129.4266430664065;89.4;97.8930016708374
2933.2;3211.8539465332033;98.6;107.96699832916259
7789.6;8529.612106933593;109.15;119.5192516708374
3452.55;3780.542303466797;102.05;111.74475334167481
5468.95;5988.500463867187;94.7;103.6964966583252
1802.15;1973.3542767333984;64.4;70.5180016708374
5510.65;6034.161643066406;104.75;114.70125
1973.75;2161.25625;94.25;103.20375
2196.3;2404.948553466797;45.0;49.275
7843.55;8588.687036132813;114.9;125.8155016708374
3211.9;3517.0303930664063;106.4;116.5080016708374
6849.4;7500.092893066407;95.75;104.84625
253.8;277.9110033416748;80.35;87.98324832916259
5064.45;5545.572963867187;75.1;82.23449832916259
1838.15;2012.7742767333984;39.2;42.9240008354187
8529.5;9339.8025;117.15;128.2792516708374
6549.45;7171.647963867187;99.25;108.67875000000001
7806.5;8548.1175;112.55;123.24225334167481
6287.3;6884.593286132813;90.3;98.8785033416748
7904.25;8655.15375;109.7;120.1214966583252
3520.75;3855.22125;106.35;116.45324832916259
5969.95;6537.095463867187;103.75;113.60625
4370.75;4785.97125;91.05;99.6997533416748
550.6;602.9069732666015;105.3;115.3035033416748
55.45;60.7177508354187;55.45;60.7177508354187
6300.85;6899.4308569335935;85.45;93.56774665832519
3467.0;3796.365;103.7;113.55149665832519
3591.25;3932.41875;95.0;104.025
88.35;96.7432483291626;88.35;96.7432483291626
617.15;675.7792767333984;49.85;54.5857483291626
870.25;952.92375;93.0;101.83500000000001
6046.1;6620.4796069335935;84.8;92.8560033416748
777.3;851.1434866333008;94.2;103.14899665832519
512.45;561.1327633666992;96.25;105.39375
1682.05;1841.844803466797;60.0;65.7
4984.85;5458.410856933594;84.95;93.02024665832519
305.55;334.5772366333008;49.65;54.3667516708374
3640.45;3986.292696533203;94.55;103.5322533416748
2673.45;2927.4276965332033;100.5;110.0475
2796.35;3062.0033569335938;39.9;43.6905016708374
6465.0;7079.175;112.95;123.68024665832519
35.9;39.310501670837404;35.9;39.310501670837404
3777.15;4135.979143066406;99.25;108.67875000000001
463.6;507.6420066833496;50.8;55.6259991645813
847.3;927.7934866333007;103.35;113.1682483291626
7887.25;8636.53875;109.55;119.9572533416748
3186.65;3489.3816430664065;99.95;109.4452466583252
1531.4;1676.8830267333985;104.85;114.81074832916259
8058.85;8824.440856933594;110.45;120.94274665832519
2847.4;3117.9028930664062;106.1;116.1794983291626
461.7;505.5615133666992;89.35;97.8382483291626
5163.3;5653.813286132812;105.05;115.0297533416748
70.45;77.1427466583252;70.45;77.1427466583252
659.45;722.0977633666993;85.65;93.7867516708374
35.25;38.59875;35.25;38.59875
4917.9;5385.1003930664065;97.95;107.25524665832519
201.0;220.095;48.55;53.1622491645813
5149.5;5638.7025;98.4;107.7480016708374
4849.1;5309.764606933593;106.35;116.45324832916259
5424.25;5939.55375;99.5;108.9525
5878.9;6437.3953930664065;84.7;92.7464966583252
244.85;268.1107566833496;86.05;94.22475334167481
4261.2;4666.014213867187;75.85;83.0557483291626
5574.75;6104.35125;93.85;102.76574832916259
2509.25;2747.62875;90.45;99.0427466583252
5333.35;5840.018356933594;78.45;85.9027466583252
3895.35;4265.4083569335935;100.55;110.10225334167481
706.85;774.0007232666015;54.45;59.6227508354187
512.25;560.91375;90.75;99.37125
4025.6;4408.032106933594;75.5;82.6725
7069.25;7740.82875;110.5;120.9975
2656.7;2909.0864465332033;90.1;98.6594983291626
1689.45;1849.947696533203;68.75;75.28125
2187.55;2395.367303466797;89.7;98.2214966583252
7334.05;8030.784536132813;115.1;126.0344983291626
1581.2;1731.4139465332032;96.4;105.5580016708374
2404.85;2633.3108569335936;99.65;109.1167516708374
2839.45;3109.1976965332033;84.75;92.80125
3132.75;3430.36125;85.25;93.34875
3942.45;4316.982696533203;78.75;86.23125
6991.6;7655.802106933594;97.75;107.03625
803.3;879.6134866333008;83.3;91.21350334167481
2791.5;3056.6925;62.7;68.6565008354187
715.0;782.925;100.4;109.93800167083741
4016.2;4397.7389465332035;101.1;110.7044983291626
3281.65;3593.406643066406;50.9;55.7355016708374
7317.1;8012.224606933594;107.2;117.3839966583252
6474.45;7089.522963867187;92.2;100.95899665832519
8164.1;8939.689606933594;113.4;124.17300167083741
7795.95;8536.565463867188;111.95;122.58524665832519
3952.45;4327.932696533203;53.8;58.9109991645813
2495.15;2732.1891430664064;72.1;78.9494983291626
1230.25;1347.12375;98.15;107.4742516708374
876.75;960.04125;78.85;86.3407483291626
1992.95;2182.2801965332033;76.15;83.3842516708374
8425.3;9225.703286132812;115.55;126.52725334167481
4154.8;4549.505786132812;93.7;102.6014966583252
3364.55;3684.182303466797;50.55;55.3522491645813
2655.25;2907.49875;105.95;116.0152466583252
1425.45;1560.8676965332031;82.0;89.79
5963.95;6530.525463867188;91.55;100.2472533416748
2866.45;3138.7626965332033;94.05;102.9847533416748
4303.65;4712.496643066406;100.4;109.93800167083741
54.75;59.95125;54.75;59.95125
3759.05;4116.159803466797;95.65;104.7367516708374
5935.1;6498.934606933593;108.25;118.53375
94.6;103.5869983291626;94.6;103.5869983291626
2911.3;3187.8735534667967;98.9;108.29550167083741
2974.5;3257.0775;101.3;110.9235033416748
1275.65;1396.8367767333984;105.3;115.3035033416748
2191.15;2399.3091430664062;88.4;96.79800167083741
5611.7;6144.811713867188;100.6;110.1569983291626
7082.85;7755.7208569335935;107.65;117.87675167083741
5662.25;6200.16375;80.45;88.0927466583252
7854.15;8600.294143066407;109.6;120.0119983291626
5265.2;5765.394213867187;73.0;79.935
7129.45;7806.7479638671875;98.65;108.0217516708374
7266.95;7957.3104638671875;111.45;122.03774665832519
8496.7;9303.886713867187;114.9;125.8155016708374
2878.75;3152.23125;100.55;110.10225334167481
3205.6;3510.1321069335936;104.35;114.2632483291626
6281.45;6878.187963867187;105.55;115.5772533416748
1137.05;1245.0698034667969;80.45;88.0927466583252
6341.45;6943.887963867188;94.35;103.3132483291626
6697.2;7333.434213867187;91.35;100.0282483291626
3655.45;4002.7176965332033;110.45;120.94274665832519
5564.85;6093.5108569335935;79.1;86.6144983291626
2911.5;3188.0925;50.05;54.804749164581295
665.45;728.6677633666992;99.25;108.67875000000001
3617.1;3960.724606933594;64.75;70.90125
7987.6;8746.422106933594;113.0;123.735
5426.85;5942.400856933594;105.0;114.975
2142.8;2346.366053466797;94.95;103.9702466583252
4045.65;4429.986643066406;85.3;93.4035033416748
2757.85;3019.845856933594;83.35;91.2682483291626
4534.45;4965.222963867188;81.8;89.57100334167481
2238.5;2451.1575;90.35;98.9332483291626
55.55;60.827249164581296;55.55;60.827249164581296
5437.75;5954.33625;75.35;82.5082483291626
90.75;99.37125;90.75;99.37125
2209.15;2419.0191430664063;59.3;64.93349916458129
1912.15;2093.8042767333986;66.1;72.3794983291626
5175.3;5666.9532861328125;86.45;94.66274665832519
90.35;98.9332483291626;49.25;53.92875
6557.75;7180.73625;109.15;119.5192516708374
3055.5;3345.7725;93.55;102.4372533416748
5196.1;5689.7296069335935;79.5;87.0525
8405.0;9203.475;115.05;125.97975334167481
1789.25;1959.22875;95.15;104.18925167083741
6713.2;7350.954213867188;105.4;115.4130016708374
2317.1;2537.224606933594;101.35;110.9782483291626
6029.9;6602.740393066406;85.45;93.56774665832519
7386.05;8087.724536132812;105.2;115.19399665832519
2626.15;2875.634143066406;91.0;99.645
8277.05;9063.369536132812;116.75;127.84125
369.25;404.32875;59.1;64.7144983291626
4354.45;4768.1229638671875;81.4;89.1330016708374
6365.35;6970.058356933594;87.95;96.30524665832519
3297.0;3610.215;60.6;66.3569983291626
293.65;321.5467433166504;98.7;108.0764966583252
1308.1;1432.3694732666015;100.8;110.3760033416748
2215.4;2425.8628930664063;53.95;59.0752508354187
2598.95;2845.850196533203;90.1;98.6594983291626
5064.85;5546.0108569335935;95.1;104.1344983291626
6733.0;7372.635;92.65;101.45175167083741
4084.35;4472.363356933593;72.6;79.4969983291626
793.55;868.9372366333008;79.25;86.77875
462.8;506.76598663330077;94.85;103.8607483291626
1540.2;1686.5189465332032;61.05;66.8497491645813
169.8;185.9310033416748;85.7;93.8414966583252
5168.1;5659.069606933594;106.65;116.78175167083741
6780.1;7424.209606933594;108.25;118.53375
5294.6;5797.5871069335935;89.45;97.9477466583252
6889.8;7544.330786132812;104.65;114.5917516708374
3254.35;3563.513356933594;75.2;82.3439966583252
6383.9;6990.370393066406;101.15;110.7592516708374
477.7;523.0815133666993;89.5;98.0025
7321.05;8016.549536132812;111.05;121.59975334167481
4135.0;4527.825;99.0;108.405
174.3;190.8585033416748;44.55;48.7822491645813
2753.8;3015.411053466797;77.2;84.5339966583252
95.65;104.7367516708374;95.65;104.7367516708374
329.8;361.1309866333008;34.7;37.9965008354187
2513.5;2752.2825;99.3;108.7335033416748
7396.15;8098.784143066407;115.0;125.925
1515.1;1659.0344732666015;92.55;101.3422533416748
816.8;894.3959866333008;63.15;69.1492516708374
265.8;291.0509866333008;44.4;48.6180016708374
3297.0;3610.215;85.4;93.5130016708374
4107.3;4497.4932861328125;94.1;103.0394983291626
396.3;433.9484866333008;98.1;107.4194983291626
2809.05;3075.909803466797;108.9;119.2455016708374
5551.15;6078.509143066406;109.65;120.0667516708374
4317.35;4727.498356933594;74.35;81.4132483291626
329.95;361.2952633666992;100.95;110.5402466583252
1048.85;1148.4907232666017;94.9;103.9155016708374
6703.5;7340.3325;106.05;116.1247533416748
3351.55;3669.9473034667967;104.9;114.8655016708374
4890.5;5355.0975;86.1;94.27949832916259
184.15;201.6442433166504;97.1;106.3244983291626
6767.1;7409.974606933594;103.9;113.7705016708374
6890.0;7544.55;104.05;113.9347533416748
8165.1;8940.784606933594;109.55;119.9572533416748
2649.15;2900.8191430664065;94.65;103.64175167083741
3326.2;3642.1889465332033;79.9;87.4905016708374
4920.55;5388.0020361328125;98.7;108.0764966583252
202.25;221.46375;48.25;52.83375
347.65;380.6767433166504;99.6;109.0619983291626
999.9;1094.8905267333985;94.2;103.14899665832519
113.1;123.8444983291626;62.15;68.0542516708374
6017.9;6589.6003930664065;99.0;108.405
5817.45;6370.107963867187;90.6;99.2069983291626
5595.3;6126.853286132812;85.9;94.0605016708374
3007.25;3292.9387500000003;63.8;69.8609991645813
6306.5;6905.6175;88.55;96.96225334167481
6841.05;7490.949536132813;101.4;111.03300167083741
81.95;89.7352466583252;81.95;89.7352466583252
7082.5;7755.3375;109.25;119.62875
1017.35;1113.9982232666016;84.6;92.6369983291626
455.3;498.5534866333008;91.1;99.7544983291626
5969.85;6536.985856933594;107.95;118.2052466583252
2362.1;2586.499606933594;94.7;103.6964966583252
1873.7;2051.701446533203;85.1;93.1844983291626
6010.05;6581.004536132812;99.15;108.5692516708374
7101.5;7776.1425;102.95;112.7302466583252
1043.4;1142.5230267333984;79.95;87.5452466583252
1910.75;2092.27125;64.0;70.08
716.1;784.1294732666015;64.9;71.0655016708374
6716.45;7354.512963867188;90.15;98.7142516708374
7839.85;8584.635856933593;116.1;127.1294983291626
6236.75;6829.24125;104.95;114.9202466583252
79.7;87.27149665832519;79.7;87.27149665832519
348.8;381.9359866333008;63.4;69.42300167083741
1820.45;1993.3926965332032;89.0;97.455
1742.95;1908.5301965332033;99.4;108.8430016708374
2970.8;3253.026053466797;93.5;102.3825
3334.95;3651.770196533203;63.9;69.97050167083741
2010.95;2201.9901965332033;64.85;71.0107483291626
4684.3;5129.308286132812;63.8;69.8609991645813
2181.55;2388.797303466797;44.45;48.672750835418704
371.4;406.68299331665037;43.35;47.4682483291626
2409.9;2638.8403930664062;49.65;54.3667516708374
6155.4;6740.1628930664065;85.1;93.1844983291626
829.1;907.8644732666015;95.5;104.5725
2602.9;2850.1753930664063;92.35;101.12324832916259
